customer_city,payment_value
divinesia,333.51
tomar do geru,333.47
sao jose do cerrito,333.34000000000003
wanderley,333.11
sao sebastiao do rio verde,332.58
rio bananal,332.32
presidente medici,332.32
abaiara,332.15
potengi,331.95
nova alvorada,331.88
inacio martins,331.28
maracana,331.25
riacho dos machados,331.25
nova monte verde,330.93
ibiraja,330.14
balneario gaivota,329.12
major vieira,329.03
bernardino de campos,328.87
arvorezinha,328.79
setubinha,328.77
saudade do iguacu,328.37
serra de sao bento,328.15
cachoeira dourada,327.69
vista alegre do alto,327.66999999999996
alto rio novo,327.23
itambaraca,326.27
presidente tancredo neves,325.58
vicencia,325.48
nova soure,325.43
itamari,324.99
restinga seca,324.33
monteiro lobato,324.01
magalhaes de almeida,323.52
araripe,323.37
mirandiba,323.15999999999997
vargem alegre,323.01
rechan,322.37
bom jesus da serra,322.28999999999996
motuca,322.25
ibiara,321.98
chapadao do lageado,321.9
novo oriente,321.4
jeronimo monteiro,321.11
ibiaca,320.87
ocaucu,320.77
guariroba,320.56
piacabucu,320.4
guaraciaba,320.31
sao paulo do potengi,319.78
novo alegre,319.09
arroio do tigre,319.0
aguas frias,318.98
porto rico,318.92
rondon,318.86
rancho alegre,318.71000000000004
placas,318.58000000000004
pocao,318.53
junco do serido,318.42
sao joao do oriente,318.11
delfinopolis,318.02
canitar,317.91999999999996
medeiros,317.7
candido mendes,316.58
cajari,316.3
sangao,316.25
janiopolis,316.22
pau brasil,315.92
igreja nova,315.90999999999997
umbauba,315.39
salto do ceu,315.24
luisburgo,314.57
dom vicoso,313.8
perola,313.31
campanario,313.28999999999996
icarai de minas,313.03
areia branca,312.99
sao pedro de alcantara,312.90999999999997
divinolandia de minas,312.82
sao jose dos quatro marcos,312.23
borrazopolis,312.23
doverlandia,311.87
buenos aires,311.83
mirinzal,311.65
formigueiro,311.27
romaria,310.46
ouro,310.25
paranhos,309.99
quixabeira,309.42
campo do meio,309.08000000000004
nova cantu,309.01
carvalhopolis,308.84
ivinhema,308.82
iracema,308.77
alterosa,308.64
batalha,308.09999999999997
pirauba,307.69
diamante d'oeste,307.69
lencois,307.68
sao jose do campestre,307.46
altamira do parana,307.11
ipaumirim,307.11
nova erechim,306.78
coracao de maria,306.06
pirambu,305.77
serranopolis do iguacu,305.73
sao joao de pirabas,305.33000000000004
cortes,305.32000000000005
araponga,305.13
santa helena de minas,303.63
sapeacu,303.47
taboquinhas,303.27
monte alegre de minas,302.91
patu,302.87
pouso alto,302.81
jabora,302.78999999999996
riqueza,302.68
santo antonio do caiua,302.55
presidente juscelino,302.46
goiabeira,302.27
salto do jacui,301.94
rio do antonio,301.75
condor,301.47
bom jesus das selvas,301.41999999999996
leopoldo de bulhoes,300.76
porto trombetas,300.28999999999996
boqueirao do leao,300.14
joao alfredo,300.07
sao jose do belmonte,299.84000000000003
pentecoste,299.21
boca da mata,298.03
ilha comprida,297.69
aragarcas,296.91
santana dos montes,296.46
sao jose da laje,296.36
livramento,295.99
uruoca,295.57
rosana,295.31
catarina,295.29
moreilandia,295.12
itaipulandia,294.6
japi,294.19
antonio carlos,294.15000000000003
crisopolis,293.57
angical,293.5
santo expedito,293.46
americo de campos,293.36
paranaiguara,293.35
palmeiras,292.3
bataypora,292.02
campina do monte alegre,291.99
barras,291.68
miraima,291.3
engenheiro passos,291.24
tuparendi,291.12
rio de contas,290.72
parai,290.6
sao jose da coroa grande,289.78999999999996
rubim,289.48
santo antonio do itambe,289.46999999999997
armazem,289.35
ibiapina,289.34000000000003
itabaianinha,289.33
barauna,288.37
milha,288.29999999999995
ipigua,287.65999999999997
irupi,287.63
manduri,287.21
chapadinha,287.06
buritirama,286.11
tabapora,286.07000000000005
merces,285.82
mucuge,285.74
caiana,285.61
santana do ipanema,285.45
sao jose do turvo,285.36
uirauna,285.36
alto horizonte,285.15
guamiranga,284.89
olindina,284.41
gastao vidigal,283.72
piumhi,283.52
glorinha,283.3
acegua,282.39
presidente kennedy,282.31
monte alverne,282.01
agronomica,281.5
santana do manhuacu,281.44
cocais,281.3
novo oriente de minas,281.0
sarapui,280.89
minas do leao,280.72
carmesia,280.63
santa ernestina,280.13
trabiju,279.91
irineopolis,279.87
potim,279.84
feliz natal,279.38
cristiano otoni,279.38
muniz freire,279.13
porto esperidiao,278.83000000000004
itanhem,278.66
alto rio doce,278.54999999999995
varzelandia,277.9
chaveslandia,277.51
salto do itarare,276.47
resende costa,276.09000000000003
ametista do sul,275.51
galinhos,275.48
santo antonio do grama,275.36
nossa senhora da gloria,274.72
nazario,274.39
tenente ananias,273.92
silvanopolis,273.88
tavares,273.62
luzilandia,273.01
quipapa,272.99
nova olimpia,272.03999999999996
paulo lopes,271.66
pimenta,271.26
puxinana,271.03
nova vicosa,271.01
sao domingos do araguaia,270.65
muliterno,270.45
luiziania,270.23
grao para,269.92999999999995
santa mercedes,269.57
parambu,269.22
paraiso do norte,269.21000000000004
bodoco,269.03000000000003
itamogi,269.03
rio formoso,268.93
espirito santo do turvo,268.84000000000003
brejo grande,268.84
riacho das almas,268.77
irapua,268.14
aquidauana,268.09000000000003
santo antonio do sudoeste,268.07
quijingue,268.06
terra nova,267.93
itaguacu da bahia,267.89
ibiraiaras,267.71
wenceslau guimaraes,267.23
diorama,266.92
mercedes,266.38
sao felix do coribe,266.06
carnaubal,265.88
luizlandia do oeste,265.31
pilar,265.31
botelho,265.04
boa vista da aparecida,264.63
sao sebastiao da boa vista,264.6
tobias barreto,264.52
rodeio bonito,264.44
vale real,264.34000000000003
itapitanga,264.09
descoberto,264.02000000000004
alianca do tocantins,264.0
campo alegre do fidalgo,263.94
padre bernardo,263.69
tacaratu,263.65
cabralia paulista,263.31
itaporanga d'ajuda,263.24
timbe do sul,262.92
jampruca,262.83
meleiro,262.78999999999996
corguinho,262.66999999999996
belmonte,262.55
osvaldo kroeff,262.16
ibicare,262.09000000000003
santa cruz de salinas,261.72
mata roma,260.90999999999997
sao jose do barreiro,260.89
teolandia,260.77
alpercata,260.77
manoel viana,260.36
frei lagonegro,260.34
novo repartimento,260.16
santo eduardo,260.06
alto alegre do pindare,259.56
agua clara,259.16999999999996
macambira,259.15
sao luis do curu,258.71
itape,258.56
sao jose dos cordeiros,258.03
belo campo,257.64
redencao do gurgueia,257.56
estrela d'oeste,257.45
mineiros do tiete,257.34000000000003
urucuca,257.27
neopolis,257.1
ipiranga,256.83
aparecida de sao manuel,256.78999999999996
corumbaiba,256.47
coronel murta,255.84
barro alto,255.51
sao sebastiao do maranhao,255.21
planaltino,254.44
arraias,254.23000000000002
sao miguel do anta,254.09
pequizeiro,253.98
sericita,253.62
buique,253.09
jaciara,252.88
ciriaco,252.74
nonoai,252.67
novo oriente do piaui,252.57
guimaraes,252.11
boa vista do burica,252.09
ararica,252.0
guapiara,251.95
nova laranjeiras,251.59
carutapera,251.23000000000002
prados,250.95
wenceslau braz,250.51
martins,250.31
cerro azul,250.18
rubiacea,250.15
lunardelli,250.07999999999998
santo antonio da alegria,250.03
queluz,249.89999999999998
caraibas,249.8
cristais,249.61
uniao do sul,249.2
lupionopolis,248.77
manoel urbano,248.71
itapora,248.44
passos maia,248.1
leandro ferreira,248.1
ribeira,248.03
mombaca,247.98
riachao das neves,247.76999999999998
sao jose do goiabal,247.67000000000002
oeiras do para,247.45999999999998
conceicao do jacuipe,247.07999999999998
mamonas,246.36
portela,246.26
sao domingos do sul,246.19
imbe de minas,245.81
carlinda,245.67000000000002
santa barbara do para,245.45
ajuricaba,245.37
alvarenga,245.10999999999999
bom jesus do sul,245.1
ibitioca,244.91
diogo de vasconcelos,244.70999999999998
iraucuba,244.13
curvelandia,243.78
pindobacu,243.72
jequitai,243.3
ipixuna do para,242.99
urucurituba,242.94
guamare,242.64
couto de magalhaes,242.63
progresso,242.59
mirante do paranapanema,242.49
quilombo,240.79
ielmo marinho,240.32
campo alegre de goias,240.27
capetinga,239.37
coroados,239.34
bueno brandao,238.32999999999998
palminopolis,237.94
herval,237.65
santo antonio do leste,237.55
gramado dos loureiros,237.54
santo expedito do sul,237.54
flora rica,237.26
roca sales,237.16000000000003
eneas marques,237.14999999999998
jaguaquara,237.14000000000001
teofilandia,236.92000000000002
tres arroios,236.8
carire,236.28
itapage,236.13
laje do muriae,235.28
cabixi,234.5
serra dourada,234.2
lagoa de velhos,234.19
pau d'arco,234.02999999999997
morro redondo,233.66
areia,233.46
tunas do parana,233.3
rio preto,233.2
canudos,232.89
serra bonita,232.82
santa rosa de lima,232.79
divisa alegre,232.35000000000002
flor da serra do sul,232.06
novo barreiro,232.02999999999997
ilopolis,231.57999999999998
dom joaquim,231.35
doutor camargo,230.63
xique-xique,230.56
witmarsum,230.35
cipo,230.12
satubinha,229.97000000000003
buriti,229.9
zacarias,229.85
telha,229.65
sao joao do ivai,229.56
cumari,229.51
goianorte,229.5
sitio novo,229.27999999999997
ipe,229.22000000000003
ressaquinha,229.07
alambari,228.94
saubara,228.6
ipueira,228.57
sao joao da mata,228.39
cavalcante,228.07
senador amaral,228.0
avai,227.96
agua santa,227.59
alto alegre do iguacu,227.25
alvares florence,227.23
nova canaa do norte,227.15
morro da garca,227.14
barra de sao miguel,226.64
ataleia,226.59
mato leitao,226.59
chacara,226.28
erere,226.23
jandaira,226.2
sao jose da vitoria,225.76000000000002
dario meira,225.26
floreal,225.0
francisco dantas,224.78
abare,224.73
araguana,224.07
lourdes,223.84
calcado,223.54
pocrane,223.12
irara,222.82
david canabarro,222.77
muritiba,222.63
paranacity,222.6
aramari,222.56
poloni,222.41
cerro grande do sul,222.36
pacoti,222.29000000000002
berizal,221.98
alexandria,221.92
boquim,221.82
alvorada do norte,221.72
picui,221.70999999999998
correntes,221.59
santo antonio do planalto,221.07
sao miguel das matas,221.0
azurita,220.85000000000002
fagundes,220.74
herculandia,220.64
japoata,220.6
cotriguacu,220.48000000000002
montezuma,220.35
abatia,220.19
salgado filho,219.94
santa rita d'oeste,219.73
sao domingos do maranhao,219.51
hidrolina,218.96
tiros,218.66
bom jesus do amparo,218.54
ibiassuce,218.42
santa rosa do sul,218.27
clevelandia,218.19
mara rosa,218.17000000000002
america dourada,217.92
general maynard,217.85
parnarama,217.82
xavantina,217.70999999999998
galia,217.64
santa rita do ibitipoca,216.81
sao goncalo do abaete,216.48000000000002
vicentina,216.07
tururu,215.6
sambaiba,215.47
conceicao do formoso,215.24
botuvera,215.17000000000002
macuco de minas,215.14
andrequice,215.14
capao da porteira,215.13
gaucha do norte,214.94
cachoeira da prata,214.43
fontoura xavier,214.16
moema,214.12
pocao de pedras,214.05
rio das antas,213.78
frecheirinha,213.71
mira estrela,213.56
baixa grande do ribeiro,213.47
sao joao de iracema,213.38
bossoroca,213.34
jussari,213.19
ritapolis,212.32999999999998
fruta de leite,212.16
jatauba,212.12
cachoeira do brumado,211.17
chopinzinho,211.14
campina das missoes,211.0
estrela do norte,210.76999999999998
nortelandia,210.64
sao roque de minas,210.54
rinopolis,210.49
panelas,210.48999999999998
guape,210.48
pastos bons,210.22
ladainha,210.20999999999998
nova canaa,210.07999999999998
ventania,209.88
nova campina,209.51999999999998
isaias coelho,209.46
jaguari,209.34
espigao alto do iguacu,209.32
bugre,209.3
inconfidentes,208.97
macaparana,208.71
sao bernardino,208.48
celina,208.23
acaiaca,207.9
maquine,207.4
sao francisco do humaita,207.32
matrincha,207.18
salvador do sul,206.99
santana do deserto,206.99
carmo do rio verde,206.32
macambara,205.72
engenheiro balduino,205.54
fortim,205.53
lagoa nova,205.2
pedras de fogo,204.63
lagoa da canoa,204.53
arantina,204.41
apuarema,204.38
mae do rio,203.61
monte castelo,203.54000000000002
monteiropolis,203.43
sao jose do serido,203.31
cocalzinho de goias,203.08
abaira,203.0
guajara-mirim,202.85
aguas de santa barbara,202.03
saboeiro,201.83
luz,200.53
porto de pedras,200.35
urucania,200.33
ribeiro junqueira,200.33
quixelo,200.25
lucianopolis,199.97
tabocas do brejo velho,199.96
aguia branca,199.94
iramaia,199.37
sao joao do manhuacu,199.26000000000002
aparecida de monte alto,199.26
capitao andrade,199.0
curral de cima,199.0
pancas,198.9
varzea alegre,198.65
emilianopolis,198.49
carlos chagas,198.46
lindoeste,198.25
capivari do sul,197.95
ichu,197.92
pequi,197.5
apore,197.38
claraval,197.04
jaboti,196.96
jaguaruna,196.89
sao goncalo do rio das pedras,196.5
jose da penha,196.43
itabatan,196.39999999999998
desembargador otoni,196.02
campinacu,195.91
porangaba,195.63
jesupolis,195.34
parana,195.25
maragogipe,195.04000000000002
santo antonio do canaa,194.88
barra,194.84
governador dix-sept rosado,194.82
areial,194.82
charrua,194.63
purilandia,194.48
piacu,194.48
lagoa d'anta,194.34
sao vendelino,194.28
sapopema,193.31
pimenteiras,193.21
itagimirim,193.06
caldas brandao,192.32
fazenda vilanova,192.21
vila langaro,191.91
roncador,191.73
felicio dos santos,191.58
coxilha,191.5
sao lourenco do piaui,191.11
campo grande do piaui,190.88
severiano melo,190.83
poco de pedra,190.66
capoeiras,190.53
taquarana,190.43
monte alegre,190.39999999999998
nazareno,190.26
orizania,190.09
jardim olinda,189.84
castanheira,189.39000000000001
marinopolis,188.98
bom jesus do querendo,188.55
porto firme,188.5
itaparica,188.36
ipuiuna,188.34
correntina,188.11
visconde de maua,188.05
sao joao da parauna,187.84
cravolandia,187.83
cubati,187.59
capim branco,187.17000000000002
floresta do araguaia,186.79
silvianopolis,186.76000000000002
luiziana,186.57
cha grande,186.49
santa filomena,186.4
euclides da cunha paulista,186.39
oliveira dos brejinhos,185.84
arroio trinta,185.84
brotas de macaubas,185.62
pio ix,184.84
urutai,184.79000000000002
pedra branca,183.99
miraguai,183.29
massape,182.79000000000002
putinga,182.56
pranchita,182.36
perpetuo socorro,182.3
conceicao do caninde,181.81
sao geraldo da piedade,181.76
paiva,181.74
luziapolis,181.62
itapicuru,181.54
victor graeff,181.25
itubera,181.22
ibertioga,181.21
mojui dos campos,180.87
lagoa,180.76
caldeirao grande do piaui,180.76
colmeia,180.69
amapora,180.65
carrancas,180.62
senador firmino,180.44
caibi,180.41
aruana,180.31
bataipora,180.1
santa barbara do sul,180.09
chaval,179.45
itirapina,179.21
mimoso de goias,179.12
quinta do sol,178.66
alagoa grande,178.52
groairas,178.5
marilandia do sul,178.27
santa fe de minas,178.27
santo antonio dos campos,177.99
jaua,177.38
riacho da cruz,177.34
romelandia,176.87
candeal,176.65
rio espera,176.45
iuna,176.26999999999998
madalena,176.24
aurilandia,176.2
nova crixas,176.18
turvolandia,176.08999999999997
santa amelia,175.87
ivora,175.79
jussara,175.5
lagoao,175.43
simao pereira,175.41
conceicao,175.24
machacalis,175.17
jacigua,175.11
ilha grande,174.68
pindorama do tocantins,174.18
mariopolis,173.95
ibema,173.89
alegrete do piaui,173.88
sao jose do piaui,173.88
presidente janio quadros,173.88
itaueira,173.62
coracao de jesus,173.38
sao patricio,172.96
dom basilio,172.70999999999998
poxoreu,172.59
aparecida do rio negro,172.58
lupercio,172.11
pindai,171.54
sao sebastiao da serra,171.35
tres irmaos,171.20000000000002
caiua,170.99
picarras,170.84
tacuru,170.71
inga,169.99
saude,169.98000000000002
senhora de oliveira,169.94
remigio,169.92
guassusse,169.92
simolandia,169.73
seberi,169.67000000000002
careacu,169.58999999999997
santa maria da serra,169.42
heliopolis,169.28
alfredo marcondes,169.23
andrelandia,169.06
marcelino vieira,169.02
itaguaje,168.96
carnauba dos dantas,168.45
urucuia,168.29
paula candido,168.19
rodolfo fernandes,168.19
vila nelita,167.98000000000002
ibarama,167.92
agua fria de goias,167.81
ourizona,167.8
quatro pontes,167.66
matutina,167.66
aroeiras,167.48
carmolandia,167.45
itatiaiucu,167.15
maua da serra,167.12
juscimeira,167.0
barracao,166.71
piracema,166.59
jaborandi,166.38
adhemar de barros,166.29
angustura,166.29
caetes,166.04
paial,165.71
mirante da serra,165.6
sao joao das missoes,165.15
tecainda,165.13
protasio alves,165.06
jose boiteux,165.0
santa maria do para,164.89
itagi,164.64
alagoa nova,164.29
vitoria do mearim,164.0
carmopolis,163.45
nossa senhora do remedio,163.29000000000002
corumba de goias,163.28
vespasiano correa,163.25
araguacu,162.86
bonito de santa fe,162.85
ocara,162.69
centenario,162.47
murucupi,162.13
brasilandia de minas,162.01999999999998
guiricema,161.56
jardim alegre,161.44
piau,161.44
cerejeiras,161.23
inhauma,161.21
sao desiderio,161.19
araguapaz,160.89
meruoca,160.85
tamarana,160.84
esmeralda,160.76
oros,160.71
itiquira,160.66
sao fernando,160.58
extremoz,160.14
riacho de santo antonio,159.6
mascote,158.99
duere,158.77
central de santa helena,158.76
santa cruz do prata,158.72
doutor ulysses,158.61
morro grande,158.58
santa cruz do piaui,158.38
juripiranga,157.99
grandes rios,157.75
igaracu do tiete,157.66
felipe guerra,157.65
itabirinha,157.41
ibitiara,157.28
aracitaba,156.74
porto estrela,156.72
abdon batista,156.7
paripiranga,156.65
sao joao da urtiga,156.64
estrela d oeste,156.33
chale,156.22
presidente kubitschek,156.06
formosa da serra negra,155.5
silveira martins,155.14
nova floresta,155.0
sede alvorada,154.9
imbau,154.87
sao clemente,154.86
pitanga de estrada,154.83
boa vista do gurupi,154.75
barao de cotegipe,154.71
miranda do norte,154.64
dionisio,154.42000000000002
morro do ferro,154.38
neves paulista,154.32
conquista d'oeste,154.04
brejo bonito,153.9
luis correia,153.36
anastacio,153.35
cerro negro,153.32
senador modestino goncalves,153.17000000000002
missi,152.95
ibateguara,152.86
farol,152.72
caseiros,152.66
pirajuba,152.61
dois riachos,152.25
coronel martins,152.14
salto da divisa,151.66000000000003
planura,151.1
mandirituba,151.08
liberdade,150.9
varzea,150.18
mairipotaba,149.65
lagoinha do piaui,149.61
domiciano ribeiro,149.38
rancho alegre d'oeste,149.29
cajapio,149.16
divino de sao lourenco,149.16
mucambo,149.14
sacra familia do tingua,149.04
santo antonio de goias,149.02
grupiara,148.94
barra do rio azul,148.71
entre rios do oeste,148.57999999999998
sao luiz do norte,148.33
ibiracatu,148.15
chiapetta,148.15
pugmil,148.15
cruzeiro do iguacu,148.15
wagner,147.69
biritinga,147.57
estrela do indaia,147.5
manaira,147.4
aiuaba,147.38
ferros,147.36
agua preta,147.34
barro preto,146.58
capitao,146.5
passa tempo,146.46
durande,146.19
andre da rocha,146.13
pocoes de paineiras,145.95
sao francisco de assis,145.39
cristinapolis,145.37
tapurah,145.11
lajeado grande,145.08
anguera,144.99
augustinopolis,144.89
itagiba,144.86
tibau do sul,144.79
peritiba,144.70999999999998
corrego fundo,144.65
comercinho,144.65
jeriquara,144.65
brejetuba,144.54
sao jose da tapera,144.47
mombuca,144.47
jacinto,144.46
luiz alves,144.4
lidice,144.31
cruzeiro da fortaleza,144.29999999999998
augusto pestana,143.95
jaci,143.41000000000003
moncao,143.36
brejoes,143.34
guzolandia,143.31
sao geraldo do baguari,142.96
sao pedro do iguacu,142.96
central,142.89
avelino lopes,142.72
machados,142.66
orobo,142.63
serra branca,142.26
angelina,142.05
gaviao peixoto,142.04000000000002
barreira,142.01
francisco dumont,141.87
ibirapua,141.42
itabi,141.03
mariapolis,140.98000000000002
agua comprida,140.65
tapirai,140.53
paranapoema,140.49
meridiano,140.47
presidente alves,140.42000000000002
ipiranga de goias,139.98
bora,139.71
banabuiu,139.61
iretama,139.59
brasileia,139.53
epitaciolandia,139.52
maiquinique,139.48
erebango,139.42
divinopolis do tocantins,139.27
nova canaa paulista,139.15
braco do rio,138.93
natividade da serra,138.89
sao nicolau,138.6
brejo,138.24
japaratuba,138.24
cajueiro,138.15
manfrinopolis,138.08
sardoa,137.99
vila flor,137.98
campo alegre de minas,137.93
atalaia,137.65
zortea,137.57
sao domingos das dores,137.4
vitoria do jari,137.27
mariano moro,137.26
arara,137.14
sao mamede,137.1
sao cristovao do sul,137.07
sao jose da boa vista,137.07
vargem grande,137.01
alpestre,136.98
treviso,136.98
palhano,136.6
nova araca,136.59
serranopolis de minas,136.5
governador lindenberg,136.28
independencia,136.05
antunes,135.39
pontes gestal,135.08
tapinas,135.08
venda branca,134.83
umburatiba,134.7
sao felix do araguaia,134.64
bela vista de minas,134.51
patrocinio do muriae,134.38
candido rodrigues,134.3
crisolita,134.24
benedito leite,134.12
lago verde,134.01
california,133.95
ferreiros,133.94
ipiranga do sul,133.25
sao benedito do rio preto,133.22
nova timboteua,133.05
cujubim,132.94
assuncao,132.69
japaraiba,132.46
pedro gomes,132.38
varjao de minas,131.9
quevedos,131.69
sitio do quinto,131.65
planaltina de goias,131.61
pombos,131.43
piata,131.35
getulina,131.01999999999998
lindolfo collor,130.65
portelandia,130.63
antonina do norte,130.58
nova santa barbara,130.53
alexandrita,130.0
sao bras do suacui,129.71
arenopolis,128.9
uniao de minas,128.71
monte alegre de sergipe,128.0
itaquitinga,127.78999999999999
cotipora,127.53
banzae,127.42
lucena,127.17
xexeu,126.16
conrado,126.12
brejo dos santos,125.94
herveiras,125.52
jaguaribara,125.23
campo alegre de lourdes,124.89
pato bragado,124.83
pirapemas,124.73
barrolandia,124.53999999999999
senador la rocque,124.43
santo antonio do leverger,124.41
coronel joao pessoa,124.33
riachinho,124.05000000000001
umburanas,123.75
nova ubirata,123.75
sao jorge do patrocinio,123.72
claro dos pocoes,123.68
felisburgo,123.47
alto alegre do maranhao,123.32
guarda-mor,123.10999999999999
ananas,122.76
caturama,122.68
antonio pereira,122.32
novo itacolomi,122.22
sao pedro do sul,121.97
macaubal,121.91
coqueiro baixo,121.76
ajapi,121.34
capela nova,121.27
gentio do ouro,121.1
frei rogerio,121.09
sao vitor,121.09
montadas,120.9
bom jesus da penha,120.84
lindoia do sul,120.22
conceicao do almeida,120.14
anhembi,120.09
ministro andreazza,120.05
sao carlos do ivai,119.95
fortaleza dos valos,119.95
santo hipolito,119.88
olhos d'agua,119.84
janduis,119.38
elisio medrado,118.75
douradina,118.65
barrocas,118.26
assare,118.26
coronel macedo,118.25
nossa senhora de lourdes,118.1
mussurepe,117.94
silvano,117.94
sao pedro do turvo,117.9
nova guataporanga,117.76
itaguaru,117.66
turvania,117.35000000000001
vila nova,117.19
peixe,117.16
retirolandia,117.0
aguas claras,116.96
paulistania,116.94
doutor mauricio cardoso,116.94
vermelho,116.79
monte belo do sul,116.74
materlandia,116.65
sao bonifacio,116.46
governador mangabeira,116.26
sao pedro do butia,116.19
fragosos,115.9
brasopolis,115.9
frutuoso gomes,115.87
sao jose do ribeirao,115.84
santana da boa vista,115.8
santa luzia do parua,115.78
aurora do para,115.46
santa clara d'oeste,115.44
bonito de minas,115.44
santa maria do herval,115.44
campo do brito,114.89
quatituba,114.85
ipiranga do norte,114.83
nazare da mata,114.56
figueiropolis d'oeste,114.42
novo lino,114.26
ouro verde de minas,114.19
cristopolis,113.94999999999999
almas,113.56
aquidaba,113.55
praia norte,113.35
palmopolis,113.2
goiandira,113.13
jerico,113.08
aragoiania,112.9
arapua,112.77
mogi-mirim,112.61
piquerobi,112.45
inhuma,112.35
rubineia,112.2
santo antonio das queimadas,112.12
sinimbu,112.11
novais,111.99
eugenio de castro,111.76
aramina,111.61
deodapolis,111.21000000000001
caracol,111.1
vargem grande do soturno,111.02
sao jorge d'oeste,111.02
coite do noia,111.01
piripa,110.84
jaraguari,110.52
passo de camaragibe,110.28
andarai,109.5
ingai,109.38
vila pereira,109.21
joselandia,109.18
juvenilia,109.1
cha de alegria,108.95
cacaulandia,108.73
lamim,108.63
varzea nova,108.53
serra azul,108.52
bias fortes,108.47999999999999
bras pires,108.02
sao joaquim do monte,107.95
marilena,107.87
guapirama,107.78
atilio vivacqua,107.78
santa leopoldina,107.78
fonseca,107.53
lagoa de sao francisco,107.02
coronel domingos soares,106.87
vanini,106.87
general camara,106.87
messias targino,106.85
aratiba,106.49
lagoa do piaui,106.38
matoes,106.3
itapiuna,106.24
coronel sapucaia,106.23
redencao da serra,106.23
entre folhas,106.07
paraju,105.74
britania,105.37
vitorinos,105.37
campo bonito,105.3
jaupaci,105.28
estrela do sul,105.28
ilicinea,105.28
pedras altas,105.28
braunas,105.28
santa brigida,104.73
contenda,104.61
aguas mornas,104.52
perola independente,104.46
taparuba,104.37
porto acre,104.35
muquem do sao francisco,104.21
santo antonio do palma,104.09
novo brasil,103.75
engenheiro beltrao,103.36
monte formoso,103.19
cotegipe,103.15
guarani das missoes,102.94
buritizal,102.88
dezesseis de novembro,102.75
rio dos indios,102.75
sao jose do inhacora,102.7
senador salgado filho,102.49
adustina,102.27
riversul,102.03
angicos,101.77
castro alves,101.76
vargem,101.5
vila nova do sul,101.34
maribondo,100.97
ribeiropolis,100.77
santa quiteria do maranhao,100.75
espigao,100.52
guairaca,100.44
nova esperanca do sudoeste,100.33
major porto,100.33
itamira,100.2
itarema,99.95
coronel pacheco,99.9
caridade,99.9
querencia do norte,99.43
goncalves dias,99.25
filadelfia,99.16
barao do triunfo,99.14
pedro velho,99.11
carnaiba do sertao,99.1
capitao eneas,98.84
coronel freitas,98.65
arapoema,98.57
ponto belo,98.56
ouro verde de goias,98.23
ewbank da camara,98.16
tres forquilhas,98.13
antonio martins,97.67
rincao,97.63
anage,97.38
passa tres,97.37
teresina de goias,96.8
santa rita da floresta,96.8
pirapo,96.29
olaria,96.22
campo azul,96.22
rio doce,96.2
ubirajara,96.09
pedra do indaia,96.08
itutinga,96.01
aracatu,95.76
boquira,95.67
perobal,95.31
santa salete,95.0
igarape-acu,94.76
divinopolis de goias,94.3
alagoa,93.98
palmeirinha,93.8
ilha dos valadares,93.59
iaras,93.57
taquarucu do sul,93.29
porto amazonas,93.21
dom cavati,93.08
itacoatiara,92.98
mato rico,92.65
nacip raydan,92.16
campo florido,92.02
caetanos,91.95
ibirataia,91.72
sonora,91.38
sao francisco do gloria,91.35
lagoa dos tres cantos,91.18
nantes,91.05
riachuelo,90.97
mae d'agua,90.89
macuco,90.88
arraial d ajuda,90.7
felixlandia,90.28
salmourao,90.27
cassia dos coqueiros,90.17
alianca,89.93
onda verde,89.49
nova padua,89.36
glaura,89.36
frei gaspar,89.19
adrianopolis,89.17
salobro,89.15
suzanapolis,88.94
santo antonio do aventureiro,88.92
bom retiro,88.37
itanhanga,88.05
guatapara,87.97
pedra lavrada,87.9
alvorada do gurgueia,87.85
paranapua,87.80000000000001
croata,87.8
uruburetama,87.8
passagem franca,87.66
piratini,87.64
morro do pilar,87.64
matelandia,87.6
termas de ibira,87.15
sao jorge,87.02
buriti do tocantins,86.79
ravena,86.73
valao do barro,86.54
ibipeba,86.39
anaurilandia,86.24
vila reis,86.15
florida,86.15
formosa do oeste,86.15
jacareacanga,86.03999999999999
cascalho rico,85.92
laranja da terra,85.6
mocajuba,85.6
sao thome das letras,85.5
moeda,85.46
terenos,85.26
matriz de camaragibe,84.9
pontalinda,84.75
bodo,84.57
mossamedes,84.14
murici,84.05
serra dos dourados,83.33
anhandui,83.23
bela vista do maranhao,83.15
sao mateus de minas,82.88
dom macedo costa,82.83
sao francisco do brejao,82.75
lagoa salgada,82.72
brazabrantes,82.7
taperuaba,82.42
salinas da margarida,82.12
bertopolis,82.12
rainha do mar,82.03
paineiras,81.98
jacarau,81.96
pouso novo,81.82
iacri,81.62
amontada,81.57
humberto de campos,81.57
conselheiro mairinck,81.55
lamarao,81.34
angical do piaui,80.92
camacho,80.9
rubelita,80.88
castanheiras,80.8
nossa senhora das gracas,80.75
caem,80.02
santo inacio,79.7
candoi,79.5
tapera,79.07
garruchos,79.04
rosario,79.04
cipo-guacu,78.71
cairu,78.64
berilo,78.22
galvao,78.02
agua nova,77.67
novo machado,77.66
sao miguel do cambui,77.57000000000001
cerrito,77.57
pinhotiba,77.57
santa rita do itueto,77.57
itacurussa,77.57
padre paraiso,77.57
porto lucena,77.56
queixada,77.29
novo mundo,77.13
siriji,77.03
angelica,76.86
rio rufino,76.66
nova america da colina,76.65
